00000140 Android
000091f6 _ZN3OVR4Util10Compositor35OverrideLayerSubmitEyeFovParametersER20ovrpLayerSubmitUnionRSt10shared_ptrINS1_5LayerEERKNS1_5StateE
00009275 _ZNSt6vectorISt4pairI20ovrpLayerSubmitUnioniESaIS2_EE19_M_emplace_back_auxIJRKS2_EEEvDpOT_
000092d0 _ZnwjRKSt9nothrow_t
000092e4 _ZdlPvRKSt9nothrow_t
000092f9 _ZSt7nothrow
00009306 _ZN3OVR4Util10Compositor36OverrideGenericLayerSubmitParametersER20ovrpLayerSubmitUnionRKNS1_5StateEb
0000936b _ZN3OVR4Util10Compositor18GetLayerTexturePtrEii7ovrpEyePPv
000093a6 _ZN3OVR4Util10Compositor15SetLayerTextureEii7ovrpEyeyy
000093dd _ZNSt6vectorIN3OVR4Util10Compositor12LayerCommandESaIS3_EE19_M_emplace_back_auxIJRKS3_EEEvDpOT_
0000943d _ZNSt10_HashtableIPiSt4pairIKS0_iESaIS3_ENSt8__detail10_Select1stESt8equal_toIS0_ESt4hashIS0_ENS5_18_Mod_range_hashingENS5_20_Default_ranged_hashENS5_20_Prime_rehash_policyENS5_17_Hashtable_traitsILb0ELb0ELb1EEEE21_M_insert_unique_nodeEjjPNS5_10_Hash_nodeIS3_Lb0EEE
00009547 _ZN3OVR4Util10Compositor17GetEyeTextureSizeE7ovrpEye
0000957c _ZN3OVR4Util10Compositor19CombineLayerSubmitsEiRKSt6vectorI20ovrpLayerSubmitUnionSaIS3_EERS5_
000095da _ZNSt6vectorI20ovrpLayerSubmitUnionSaIS0_EE19_M_emplace_back_auxIJRKS0_EEEvDpOT_
0000962b _ZN3OVR4Util10CompositorD2Ev
00009648 _ZNSt8_Rb_treeIiSt4pairIKiS0_I20ovrpLayerSubmitUnioniEESt10_Select1stIS4_ESt4lessIiESaIS4_EE8_M_eraseEPSt13_Rb_tree_nodeIS4_E
000096c6 _ZN3OVR4Util10CompositorD0Ev
000096e3 _ZN3OVR4Util10Compositor29GetSystemRecommendedMSAALevelEv
0000971d _ZN3OVR4Util10Compositor31GetTrackingOrientationSupportedEv
00009759 _ZN3OVR4Util10Compositor29GetTrackingOrientationEnabledEv
00009793 _ZN3OVR4Util10Compositor29SetTrackingOrientationEnabledEb
000097cd _ZN3OVR4Util10Compositor26GetTrackingPositionEnabledEv
00009804 _ZN3OVR4Util10Compositor26SetTrackingPositionEnabledEb
0000983b _ZN3OVR4Util10Compositor21GetTrackingIPDEnabledEv
0000986d _ZN3OVR4Util10Compositor21SetTrackingIPDEnabledEb
0000989f _ZN3OVR4Util10Compositor19SetProtectedContentEb
000098cf _ZN3OVR4Util10Compositor17SetNoErrorContextEb
000098fd _ZN3OVR4Util10Compositor25GetTiledMultiResSupportedEPi
00009934 _ZN3OVR4Util10Compositor21GetTiledMultiResLevelEP22ovrpTiledMultiResLevel
0000997e _ZN3OVR4Util10Compositor21SetTiledMultiResLevelE22ovrpTiledMultiResLevel
000099c7 _ZN3OVR4Util10Compositor19GetGPUUtilSupportedEPi
000099f8 _ZN3OVR4Util10Compositor15GetGPUUtilLevelEPf
00009a25 _ZN3OVR4Util10Compositor15GetGPUFrameTimeEPf
00009a52 _ZN3OVR4Util10Compositor20SetThreadPerformanceEi14ovrpThreadPerf
00009a93 _ZN3OVR4Util10Compositor20AutoThreadSchedulingEjPjP14ovrpThreadPerfi
00009ad8 _ZN3OVR4Util10Compositor19SetVrApiPropertyIntEii
00009b09 _ZN3OVR4Util10Compositor21SetVrApiPropertyFloatEif
00009b3c _ZN3OVR4Util10Compositor19GetVrApiPropertyIntEiPi
00009b6e _ZN3OVR4Util10Compositor19SetRemoteHandednessE14ovrpHandedness
00009bad _ZN3OVR4Util10Compositor34SetReorientHMDOnControllerRecenterEb
00009bec _ZN3OVR4Util10Compositor34GetReorientHMDOnControllerRecenterEPi
00009c2c _ZN3OVR4Util10Compositor18GetViewportStencilE7ovrpEye23ovrpViewportStencilTypeP12ovrpVector2fPiPtS6_
00009c91 _ZN3OVR4Util10Compositor31GetCurrentTrackingTransformPoseEP9ovrpPosef
00009cd7 _ZN3OVR4Util10Compositor27GetTrackingTransformRawPoseEP9ovrpPosef
00009d19 _ZN3OVR4Util10Compositor11CreateStateEv
00009d41 _ZSt32__enable_shared_from_this_helperILN9__gnu_cxx12_Lock_policyE2EEvRKSt14__shared_countIXT_EEz
00009da3 _ZTVSt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
00009e06 _ZTVN3OVR4Util10Compositor5StateE
00009e28 _ZTISt19_Sp_make_shared_tag
00009e44 _ZN3OVR4Util10Compositor25CalculateLayerTexturePtrsEi
00009e7a _ZN3OVR4Util10Compositor26GetEyeOcclusionMeshEnabledEv
00009eb1 _ZN3OVR4Util10Compositor26SetEyeOcclusionMeshEnabledEb
00009ee8 _ZN3OVR4Util10Compositor25GetEyeTextureArrayEnabledEv
00009f1e _ZN3OVR4Util10Compositor25SetEyeTextureArrayEnabledEb
00009f54 _ZN3OVR4Util10Compositor6EndEyeE7ovrpEyei
00009f7e _ZN3OVR4Util10Compositor26GetDesiredEyeTextureFormatEv
00009fb5 _ZN3OVR4Util10Compositor26SetDesiredEyeTextureFormatE17ovrpTextureFormat
00009ffe _ZN3OVR4Util10Compositor32GetEyeRecommendedResolutionScaleEv
0000a03b _ZN3OVR4Util10Compositor23GetEyeTextureStageCountEv
0000a06f _ZN3OVR4Util10Compositor5LayerD2Ev
0000a092 _ZN3OVR4Util10Compositor5LayerD0Ev
0000a0b5 _ZN3OVR4Util10Compositor5Layer22CommitTextureSwapChainEi
0000a0ee _ZN3OVR4Util10Compositor5Layer20CreateDepthSwapChainEPv17ovrpTextureFormat
0000a139 __cxa_begin_catch
0000a14b _ZSt9terminatev
0000a15b _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED2Ev
0000a1c1 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED0Ev
0000a227 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_disposeEv
0000a297 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_destroyEv
0000a307 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE14_M_get_deleterERKSt9type_info
0000a388 _ZTSSt19_Sp_make_shared_tag
0000a3a4 _ZN3OVR4Util10Compositor5StateD2Ev
0000a3c7 _ZN3OVR4Util10Compositor5StateD0Ev
0000a3ea _ZN3OVR4Util10Compositor5State5ResetEv
0000a411 __aeabi_memcpy
0000a420 _ZNSt10_HashtableIiSt4pairIKiSt10shared_ptrIN3OVR4Util10Compositor5LayerEEESaIS8_ENSt8__detail10_Select1stESt8equal_toIiESt4hashIiENSA_18_Mod_range_hashingENSA_20_Default_ranged_hashENSA_20_Prime_rehash_policyENSA_17_Hashtable_traitsILb0ELb0ELb1EEEE13_M_rehash_auxEjSt17integral_constantIbLb1EE
0000a547 __cxa_rethrow
0000a555 __cxa_end_catch
0000a565 _ZNSt8_Rb_treeIiSt4pairIKiS0_I20ovrpLayerSubmitUnioniEESt10_Select1stIS4_ESt4lessIiESaIS4_EE29_M_get_insert_hint_unique_posESt23_Rb_tree_const_iteratorIS4_ERS1_
0000a606 _ZNSt10_HashtableIPiSt4pairIKS0_iESaIS3_ENSt8__detail10_Select1stESt8equal_toIS0_ESt4hashIS0_ENS5_18_Mod_range_hashingENS5_20_Default_ranged_hashENS5_20_Prime_rehash_policyENS5_17_Hashtable_traitsILb0ELb0ELb1EEEE13_M_rehash_auxEjSt17integral_constantIbLb1EE
0000a708 _ZSt8__rotateIN9__gnu_cxx17__normal_iteratorIPSt4pairI20ovrpLayerSubmitUnioniESt6vectorIS4_SaIS4_EEEEEvT_SA_SA_St26random_access_iterator_tag
0000a796 _ZSt17__rotate_adaptiveIN9__gnu_cxx17__normal_iteratorIPSt4pairI20ovrpLayerSubmitUnioniESt6vectorIS4_SaIS4_EEEES5_iET_SA_SA_SA_T1_SB_T0_SB_
0000a822 _ZTIN3OVR4Util10CompositorE
0000a83e _ZTIN3OVR4Util10Compositor5LayerE
0000a860 _ZTSN3OVR4Util10CompositorE
0000a87c _ZTVN10__cxxabiv117__class_type_infoE
0000a8a2 _ZTSN3OVR4Util10Compositor5LayerE
0000a8c4 _ZTISt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000a927 _ZTSSt23_Sp_counted_ptr_inplaceIN3OVR4Util10Compositor5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000a98a _ZTSSt16_Sp_counted_baseILN9__gnu_cxx12_Lock_policyE2EE
0000a9c2 _ZTSSt11_Mutex_baseILN9__gnu_cxx12_Lock_policyE2EE
0000a9f5 _ZTISt11_Mutex_baseILN9__gnu_cxx12_Lock_policyE2EE
0000aa28 _ZTISt16_Sp_counted_baseILN9__gnu_cxx12_Lock_policyE2EE
0000aa60 _ZTVN10__cxxabiv120__si_class_type_infoE
0000aa89 _ZTIN3OVR4Util10Compositor5StateE
0000aaab _ZTSN3OVR4Util10Compositor5StateE
0000aacd _ZN3OVR4Util10Compositor5LayerC1ERK18ovrpLayerDescUnioni
0000ab06 JNI_OnLoad
0000ab11 _ZN3OVR4Util15CompositorVRAPI5m_jniE
0000ab36 Java_com_oculus_utilities_HeadsetReceiver_stateChanged
0000ab6d Java_com_oculus_utilities_VolumeReceiver_volumeChanged
0000aba4 Java_com_oculus_utilities_BatteryReceiver_dispatchEvent
0000abdc _ZN3OVR4Util15CompositorVRAPI13PreInitializeEPv
0000ac0c vrapi_Initialize
0000ac1d vrapi_Shutdown
0000ac2c vrapi_GetInstanceExtensionsVulkan
0000ac4e vrapi_GetDeviceExtensionsVulkan
0000ac6e _ZN3OVR4Util15CompositorVRAPIC2E17ovrpRenderAPITypePFv12ovrpLogLevelPKcEPviRK11ovrpVersion
0000acc9 vrapi_GetSystemPropertyInt
0000ace4 _ZTVN3OVR4Util15CompositorVRAPIE
0000ad05 _ZN3OVR4Util15CompositorVRAPI10InitializeEv
0000ad31 vrintegration_Initialize
0000ad4a vrintegration_ClearState
0000ad63 _Z26ovr_GetLocalClassReferenceP7_JNIEnvP8_jobjectPKc
0000ad98 _ZN3OVR4Util15CompositorVRAPID2Ev
0000adba vrintegration_Shutdown
0000add1 _ZN3OVR4Util15CompositorVRAPID0Ev
0000adf3 _ZN3OVR4Util15CompositorVRAPI13GetDefaultFovEP8ovrpFovf
0000ae2b vrapi_GetTimeInSeconds
0000ae42 vrapi_GetPredictedTracking2
0000ae5e _ZNK3OVR4Util15CompositorVRAPI17GetFovTextureSizeERK8ovrpFovff
0000ae9d _ZN3OVR4Util15CompositorVRAPI18SetupMirrorTextureEPvii17ovrpTextureFormatPy
0000aee9 _ZN3OVR4Util15CompositorVRAPI20DestroyMirrorTextureEv
0000af1f _ZN3OVR4Util15CompositorVRAPI21SetupDistortionWindowEv
0000af56 vrapi_EnterVrMode
0000af68 vrapi_SetPropertyInt
0000af7d vrapi_SetRemoteEmulation
0000af96 _Z21ovr_GetStaticMethodIDP7_JNIEnvP7_jclassPKcS4_
0000afc8 _ZN7_JNIEnv20CallStaticVoidMethodEP7_jclassP10_jmethodIDz
0000b002 _Z15ovr_GetMethodIDP7_JNIEnvP7_jclassPKcS4_
0000b02e _ZN7_JNIEnv16CallObjectMethodEP8_jobjectP10_jmethodIDz
0000b065 _Z16ovr_NewStringUTFP7_JNIEnvPKc
0000b086 _ZN7_JNIEnv19CallStaticIntMethodEP7_jclassP10_jmethodIDz
0000b0bf _ZN3OVR4Util15CompositorVRAPI23DestroyDistortionWindowEv
0000b0f8 vrapi_LeaveVrMode
0000b10a _ZN3OVR4Util15CompositorVRAPI22RecenterTrackingOriginEj
0000b142 vrapi_RecenterPose
0000b155 _ZN3OVR4Util15CompositorVRAPI24GetSystemPowerSavingModeEv
0000b18f vrapi_GetSystemStatusInt
0000b1a8 _ZN3OVR4Util15CompositorVRAPI29GetSystemRecommendedMSAALevelEv
0000b1e7 _ZN3OVR4Util15CompositorVRAPI21GetQueueAheadFractionEv
0000b21e _ZN3OVR4Util15CompositorVRAPI21SetQueueAheadFractionEf
0000b255 _ZN3OVR4Util15CompositorVRAPI14HandleSystemUIEv
0000b285 vrapi_ShowSystemUI
0000b298 vrapi_SubmitFrame
0000b2aa _ZN3OVR4Util15CompositorVRAPI15CalcFovIncreaseEv
0000b2db _ZN3OVR4Util15CompositorVRAPI6UpdateE8ovrpStepid
0000b30c vrapi_GetPredictedDisplayTime
0000b32a vrapi_EnumerateInputDevices
0000b346 _ZNSt6vectorI25ovrInputCapabilityHeader_SaIS0_EE19_M_emplace_back_auxIJRKS0_EEEvDpOT_
0000b39c vrapi_GetInputTrackingState
0000b3b8 vrapi_GetInputDeviceCapabilities
0000b3d9 _ZN3OVR4Util15CompositorVRAPI15IsHMDStandaloneEv
0000b40a _ZN3OVR4Util15CompositorVRAPI10BeginFrameEibPv
0000b439 _ZN3OVR4Util15CompositorVRAPI19hasOffcenterCubemapEv
0000b46e _ZN3OVR4Util15CompositorVRAPI15SetLayerTextureEii7ovrpEyeyy
0000b4aa vrapi_SetTextureSwapChainHandle
0000b4ca _ZN3OVR4Util15CompositorVRAPI15SetupEyeTextureE7ovrpEyeiPviii17ovrpTextureFormatS3_
0000b51e _ZN3OVR4Util15CompositorVRAPI8EndFrameEiRSt6vectorI20ovrpLayerSubmitUnionSaIS3_EEbPv
0000b573 _ZN3OVR4Util15CompositorVRAPI14calculateLayerERNS1_5LayerERK20ovrpLayerSubmitUnionPK9ovrpPosefRS8_RK13ovrTracking2_b
0000b5e8 vrapi_SetPerfThread
0000b5fc vrapi_SetClockLevels
0000b611 vrapi_SetExtraLatencyMode
0000b62b _ZN3OVR4Util15CompositorVRAPI24calculateTexCoordsMatrixERK9ovrpPosefS4_RK12ovrpVector3fRK9ovrRectf_S4_RK8ovrpFovf9ovrpShapebb
0000b6a9 _ZN3OVR7Matrix4IfE8MultiplyEPS1_RKS1_S4_
0000b6d2 _ZN3OVR4Util15CompositorVRAPI19GetNativeSDKVersionEv
0000b707 _ZN3OVR4Util15CompositorVRAPI25GetTiledMultiResSupportedEPi
0000b743 _ZN3OVR4Util15CompositorVRAPI21GetTiledMultiResLevelEP22ovrpTiledMultiResLevel
0000b792 vrapi_GetPropertyInt
0000b7a7 _ZN3OVR4Util15CompositorVRAPI21SetTiledMultiResLevelE22ovrpTiledMultiResLevel
0000b7f5 _ZN3OVR4Util15CompositorVRAPI19GetGPUUtilSupportedEPi
0000b82b _ZN3OVR4Util15CompositorVRAPI15GetGPUUtilLevelEPf
0000b85d vrapi_GetSystemStatusFloat
0000b878 _ZN3OVR4Util15CompositorVRAPI15GetGPUFrameTimeEPf
0000b8aa _ZN3OVR4Util15CompositorVRAPI20SetThreadPerformanceEi14ovrpThreadPerf
0000b8f0 vrintegration_SetThreadPerformance
0000b913 _ZN3OVR4Util15CompositorVRAPI20AutoThreadSchedulingEjPjP14ovrpThreadPerfi
0000b95d vrintegration_AutoThreadScheduling
0000b980 _ZN3OVR4Util15CompositorVRAPI25GetSystemDisplayFrequencyEv
0000b9bb vrapi_GetSystemPropertyFloat
0000b9d8 _ZN3OVR4Util15CompositorVRAPI36GetSystemDisplayAvailableFrequenciesEPfPi
0000ba21 vrapi_GetSystemPropertyFloatArray
0000ba43 _ZN3OVR4Util15CompositorVRAPI25SetSystemDisplayFrequencyEf
0000ba7e vrapi_SetDisplayRefreshRate
0000ba9a _ZN3OVR4Util15CompositorVRAPI20GetSystemProductNameEv
0000bad0 _ZN3OVR4Util15CompositorVRAPI15GetSystemRegionEv
0000bb01 _ZN3OVR4Util15CompositorVRAPI20GetSystemHeadsetTypeEv
0000bb37 _ZN3OVR4Util15CompositorVRAPI15GetDominantHandEP14ovrpHandedness
0000bb78 _ZN3OVR4Util15CompositorVRAPI19SetRemoteHandednessE14ovrpHandedness
0000bbbc _ZN3OVR4Util15CompositorVRAPI34GetReorientHMDOnControllerRecenterEPi
0000bc01 _ZN3OVR4Util15CompositorVRAPI34SetReorientHMDOnControllerRecenterEb
0000bc45 _ZN3OVR4Util15CompositorVRAPI20GetAppLatencyTimingsEv
0000bc7b _ZN3OVR4Util15CompositorVRAPI21GetAppLatencyTimings2Ev
0000bcb2 _ZN3OVR4Util15CompositorVRAPI12IsHMDPresentEv
0000bce0 _ZN3OVR4Util15CompositorVRAPI14GetUserPresentEv
0000bd10 _ZN3OVR4Util15CompositorVRAPI27GetSystemMultiViewSupportedEv
0000bd4d _ZN3OVR4Util15CompositorVRAPI21GetTrackingOriginTypeEv
0000bd84 _ZN3OVR4Util15CompositorVRAPI21SetTrackingOriginTypeE18ovrpTrackingOrigin
0000bdce vrapi_GetTrackingTransform
0000bde9 vrapi_SetTrackingTransform
0000be04 _ZN3OVR4Util15CompositorVRAPI22SetControllerVibrationE14ovrpControllerff
0000be4d vrapi_SetHapticVibrationSimple
0000be6c _ZN3OVR4Util15CompositorVRAPI17MapControllerMaskERK14ovrpControllerR18ovrControllerType_
0000bec5 _ZN3OVR4Util15CompositorVRAPI22ShouldMapTrackedRemoteERK14ovrpControllerRK34ovrInputTrackedRemoteCapabilities_
0000bf34 _ZN3OVR4Util15CompositorVRAPI24GetControllerHapticsDescE14ovrpControllerP15ovrpHapticsDesc
0000bf8f _ZN3OVR4Util15CompositorVRAPI25GetControllerHapticsStateE14ovrpControllerP16ovrpHapticsState
0000bfec _ZN3OVR4Util15CompositorVRAPI20SetControllerHapticsE14ovrpController17ovrpHapticsBuffer
0000c044 vrapi_SetHapticVibrationBuffer
0000c063 _ZN3OVR4Util15CompositorVRAPI19GetControllerState4E14ovrpController
0000c0a7 _ZN3OVR4Util15CompositorVRAPI19MapControllerState4ERK25ovrInputCapabilityHeader_RK14ovrpControllerR20ovrpControllerState4i
0000c122 vrapi_GetCurrentInputState
0000c13d _ZNSt8_Rb_treeIjjSt9_IdentityIjESt4lessIjESaIjEE16_M_insert_uniqueIRKjEESt4pairISt17_Rb_tree_iteratorIjEbEOT_
0000c1ab _ZN3OVR4Util15CompositorVRAPI19GetActiveControllerEv
0000c1e0 _ZN3OVR4Util15CompositorVRAPI23GetConnectedControllersEv
0000c219 _ZN3OVR4Util15CompositorVRAPI19ControllerWasActiveERK20ovrpControllerState4
0000c265 _ZN3OVR4Util15CompositorVRAPI17MapControllerTypeER25ovrInputCapabilityHeader_R14ovrpController
0000c2c4 _ZN3OVR4Util15CompositorVRAPI25CalculateActiveControllerERNS1_5StateE
0000c30a _ZN3OVR4Util15CompositorVRAPI49ConvertOvrpTextureFormatToCompositorTextureFormatE17ovrpTextureFormat
0000c36f _ZN3OVR4Util15CompositorVRAPI16TestBoundaryNodeE8ovrpNode16ovrpBoundaryTypeP22ovrpBoundaryTestResult
0000c3d4 vrapi_GetBoundaryTriggerState
0000c3f2 _ZN3OVR4Util15CompositorVRAPI17TestBoundaryPointE12ovrpVector3f16ovrpBoundaryTypeP22ovrpBoundaryTestResult
0000c45d vrapi_TestPointIsInBoundary
0000c479 _ZN3OVR4Util15CompositorVRAPI19GetBoundaryGeometryE16ovrpBoundaryTypeP12ovrpVector3fPi
0000c4d0 vrapi_GetBoundaryGeometry
0000c4ea vrapi_GetBoundaryOrientedBoundingBox
0000c50f _ZN3OVR4Util15CompositorVRAPI21GetBoundaryDimensionsE16ovrpBoundaryTypeP12ovrpVector3f
0000c566 _ZN3OVR4Util15CompositorVRAPI18GetBoundaryVisibleEPb
0000c59b vrapi_GetBoundaryVisible
0000c5b4 _ZN3OVR4Util15CompositorVRAPI18SetBoundaryVisibleEb
0000c5e8 vrapi_RequestBoundaryVisible
0000c605 _ZN3OVR4Util15CompositorVRAPI31GetCurrentTrackingTransformPoseEP9ovrpPosef
0000c650 _ZN3OVR4Util15CompositorVRAPI27GetTrackingTransformRawPoseEP9ovrpPosef
0000c697 _ZN3OVR4Util15CompositorVRAPI16GetTimeInSecondsEv
0000c6c9 _ZN3OVR4Util15CompositorVRAPI19SetVrApiPropertyIntEii
0000c6ff _ZN3OVR4Util15CompositorVRAPI21SetVrApiPropertyFloatEif
0000c737 vrapi_SetPropertyFloat
0000c74e _ZN3OVR4Util15CompositorVRAPI19GetVrApiPropertyIntEiPi
0000c785 _ZN3OVR4Util15CompositorVRAPI22IsPerfMetricsSupportedE15ovrpPerfMetrics
0000c7cd _ZN3OVR4Util15CompositorVRAPI17UpdatePerfMetricsEv
0000c800 _ZN3OVR4Util15CompositorVRAPI6CreateE17ovrpRenderAPITypePFv12ovrpLogLevelPKcEPvS8_S8_S8_S8_iRK11ovrpVersionPPNS0_10CompositorE
0000c87f _ZN3OVR4Util22CompositorVRAPI_OpenGLC1E17ovrpRenderAPITypePFv12ovrpLogLevelPKcEPviRK11ovrpVersion
0000c8e1 _ZN3OVR4Util22CompositorVRAPI_VulkanC1E17ovrpRenderAPITypePFv12ovrpLogLevelPKcEPvS8_S8_S8_S8_iRK11ovrpVersion
0000c94f _ZN3OVR4Util15CompositorVRAPI5LayerC2ERK18ovrpLayerDescUnioni
0000c98d _ZTVN3OVR4Util15CompositorVRAPI5LayerE
0000c9b4 _ZN3OVR4Util15CompositorVRAPI5LayerD2Ev
0000c9dc vrapi_DestroyTextureSwapChain
0000c9fa _ZN3OVR4Util15CompositorVRAPI5LayerD0Ev
0000ca22 _ZN3OVR4Util15CompositorVRAPI19GetNativeSDKPointerEv
0000ca57 _ZN3OVR4Util15CompositorVRAPI30GetAdaptiveGpuPerformanceScaleEv
0000ca97 _ZN3OVR4Util15CompositorVRAPI26GetAppCpuStartToGpuEndTimeEv
0000cad3 _ZN3OVR4Util15CompositorVRAPI27GetTrackingCalibratedOriginEv
0000cb10 _ZN3OVR4Util15CompositorVRAPI27SetTrackingCalibratedOriginEv
0000cb4d _ZN3OVR4Util15CompositorVRAPI16WaitToBeginFrameEi
0000cb7f _ZN3OVR4Util15CompositorVRAPI26GetSystemHeadphonesPresentEv
0000cbbb _ZN3OVR4Util15CompositorVRAPI13IsPerfEnabledEv
0000cbea _ZN3OVR4Util15CompositorVRAPI10EnablePerfEb
0000cc16 _ZN3OVR4Util15CompositorVRAPI21IsDebugDisplayEnabledEv
0000cc4d _ZN3OVR4Util15CompositorVRAPI18EnableDebugDisplayEb
0000cc81 _ZN3OVR4Util15CompositorVRAPI10GetUserIPDEv
0000ccad _ZN3OVR4Util15CompositorVRAPI10SetUserIPDEf
0000ccd9 _ZN3OVR4Util15CompositorVRAPI16GetUserEyeHeightEv
0000cd0b _ZN3OVR4Util15CompositorVRAPI16SetUserEyeHeightEf
0000cd3d _ZN3OVR4Util15CompositorVRAPI22GetUserNeckEyeDistanceEv
0000cd75 _ZN3OVR4Util15CompositorVRAPI22SetUserNeckEyeDistanceE12ovrpVector2f
0000cdba _ZN3OVR4Util15CompositorVRAPI7IsDebugEv
0000cde2 _ZN3OVR4Util15CompositorVRAPI28GetTrackingPositionSupportedEv
0000ce20 _ZN3OVR4Util15CompositorVRAPI16GetAppHasVrFocusEv
0000ce52 _ZN3OVR4Util15CompositorVRAPI16GetAppShouldQuitEv
0000ce84 _ZN3OVR4Util15CompositorVRAPI20GetAppShouldRecenterEv
0000ceba _ZN3OVR4Util15CompositorVRAPI36GetAppShouldRecreateDistortionWindowEv
0000cf00 _ZN3OVR4Util15CompositorVRAPI19GetAppHasInputFocusEv
0000cf35 _ZN3OVR4Util15CompositorVRAPI29GetAppHasSystemOverlayPresentEv
0000cf74 _ZN3OVR4Util15CompositorVRAPI21GetSystemBatteryLevelEv
0000cfab _ZN3OVR4Util15CompositorVRAPI27GetSystemBatteryTemperatureEv
0000cfe8 _ZN3OVR4Util15CompositorVRAPI17GetSystemCpuLevelEv
0000d01b _ZN3OVR4Util15CompositorVRAPI17SetSystemCpuLevelEi
0000d04e _ZN3OVR4Util15CompositorVRAPI17GetSystemGpuLevelEv
0000d081 _ZN3OVR4Util15CompositorVRAPI17SetSystemGpuLevelEi
0000d0b4 _ZN3OVR4Util15CompositorVRAPI15GetSystemVolumeEv
0000d0e5 _ZN3OVR4Util15CompositorVRAPI22GetSystemBatteryStatusEv
0000d11d _ZN3OVR4Util15CompositorVRAPI31GetEyePixelsPerTanAngleAtCenterEi
0000d15e _ZN3OVR4Util15CompositorVRAPI17GetHmdToEyeOffsetEi
0000d191 _ZN3OVR4Util15CompositorVRAPI16SetAppEngineInfoESsSsb
0000d1c7 _ZN3OVR4Util15CompositorVRAPI9SendEventERKSsS3_
0000d1f7 _ZN3OVR4Util15CompositorVRAPI17SetAppCPUPriorityEb
0000d22a _ZN3OVR4Util15CompositorVRAPI17GetAppCPUPriorityEv
0000d25d _ZN3OVR4Util15CompositorVRAPI19SetupDisplayObjectsEPvS2_S2_
0000d299 _ZN3OVR4Util15CompositorVRAPI27GetEyeTextureArraySupportedEv
0000d2d6 _ZN3OVR4Util15CompositorVRAPI15GetAppFramerateEv
0000d307 _ZN3OVR4Util15CompositorVRAPI28GetDepthCompositingSupportedEv
0000d345 _ZN3OVR4Util15CompositorVRAPI11CreateStateEv
0000d372 _ZTVSt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000d3da _ZTVN3OVR4Util15CompositorVRAPI5StateE
0000d401 _ZN3OVR4Util15CompositorVRAPI26GetEyeOcclusionMeshEnabledEv
0000d43d _ZN3OVR4Util15CompositorVRAPI26SetEyeOcclusionMeshEnabledEb
0000d479 _ZN3OVR4Util15CompositorVRAPI26GetDesiredEyeTextureFormatEv
0000d4b5 _ZN3OVR4Util15CompositorVRAPI26SetDesiredEyeTextureFormatE17ovrpTextureFormat
0000d503 _ZN3OVR4Util15CompositorVRAPI23GetEyeTextureStageCountEv
0000d53c _ZN3OVR4Util15CompositorVRAPI17GetEyePreviewRectEiP9ovrpRecti
0000d57a _ZN3OVR4Util15CompositorVRAPI19GetEyeOcclusionMeshEiPPfPPiS4_
0000d5b8 _ZN3OVR4Util15CompositorVRAPI11SubmitFrameEPK27ovrSubmitFrameDescription2_
0000d603 vrapi_SubmitFrame2
0000d616 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED2Ev
0000d681 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED0Ev
0000d6ec _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_disposeEv
0000d761 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_destroyEv
0000d7d6 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE14_M_get_deleterERKSt9type_info
0000d85c _ZN3OVR4Util15CompositorVRAPI5StateD2Ev
0000d884 _ZNSt8_Rb_treeIjjSt9_IdentityIjESt4lessIjESaIjEE8_M_eraseEPSt13_Rb_tree_nodeIjE
0000d8d4 _ZN3OVR4Util15CompositorVRAPI5StateD0Ev
